eta1,beta1,r1,eta2,beta2,r2,chi_eff,beta_eff,lambda0,solver_success
3.8363816084052003,2.7962633732405253,0.3463417963707761,1.0,0.5,1.0,1.1741034028181347,0.7840220680034719,1.9451546054009234,1
3.186801839915183,3.711182543526637,0.15121038423287747,1.0,0.5,1.0,1.0103807715993542,0.526385137354517,2.3589930811377027,1
1.2444718974633955,1.7632345316049363,0.2993985374392848,1.0,0.5,1.0,1.0084565479891787,0.5693605482001306,2.3577634467126685,1
3.0487041115869773,0.24536310456331756,0.8340928924517964,1.0,0.5,1.0,2.3145632162293146,0.3080136779555761,1.015924763182684,1
3.8094051178793635,2.097893660174519,0.22152708841217406,1.0,0.5,1.0,1.043639844962403,0.5468018288347654,2.2645947796068704,1
0.7823220266658046,3.6960061862957727,0.5532039099425878,1.0,0.5,1.0,1.0244163017637078,15.796500513706278,7.71181321598724,1
2.3677563308720244,1.5695964198561803,0.14333608325453087,1.0,0.5,1.0,1.005180831967977,0.5067341307529759,2.377482864604241,1
3.9128702029850184,1.0540713940717645,0.31416640386817574,1.0,0.5,1.0,0.6233322709718189,3.754705321263533,8.921528274084697,1
1.5479577989068187,2.831870304602377,0.3322954937673607,1.0,0.5,1.0,1.0265722803933728,0.6859136577859162,2.2893587151952777,1
0.989322705752081,4.363722939508048,0.23864604180027646,1.0,0.5,1.0,0.9998111058805654,0.609296418696218,2.3754624515229636,1
1.4719562974724296,3.702185717209991,0.4673420335793236,1.0,0.5,1.0,0.9300738743378122,94.03569902649899,7.895219953010304,1
4.706313834057193,4.473668485677396,0.5486632088010253,1.0,0.5,1.0,0.7419808011498634,-3.7647386849800184,6.853656239850924,1
1.2375042622577497,1.5390363875464002,0.6309751057561716,1.0,0.5,1.0,1.0710640425333338,0.9231774124069287,2.1593486970418674,1
1.8375142935919149,2.564219482831349,0.19782209754819835,1.0,0.5,1.0,0.9542084603233376,4.397627874745862,7.939040895099444,1
3.0250224365319247,4.708988466076356,0.5979602563763294,1.0,0.5,1.0,1.563657800640716,2.3332546996143066,1.3536375112195103,1
